brewery_id,brewery_name,country_name,brewery_in_production,is_independent,beer_count,brewery_type,brewery_type_id,brewery_address,brewery_city,brewery_state,brewery_lat,brewery_lng,brewery_rating_count,brewery_rating_score,brewery_age_on_service,CARDINAL,DATE,EVENT,FAC,GPE,LANGUAGE,LAW,LOC,MONEY,NORP,ORDINAL,ORG,PERCENT,PERSON,PRODUCT,QUANTITY,TIME,WORK_OF_ART
3349,Grand Lake Brewing Company,United States,1,1,0,Micro Brewery,2,5610 Yukon Street,Arvada,CO,39.7995,-105.082,10372,3.364,3993.6895949074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Camerons Brewery,England,0,1,31,Micro Brewery,2,Lion Brewery,Hartlepool,Durham,54.6821,-1.21232,61851,3.332,3834.242662037037,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
337,Cape Ann Brewing Company,United States,1,1,0,Micro Brewery,2,11 Rogers Street,Gloucester,MA,42.6114,-70.6652,57351,3.522,4018.7819907407406,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
338,Capital Brewery,United States,0,1,207,Regional Brewery,11,7734 Terrace Ave,Middleton,WI,43.0951,-89.517,174776,3.473,4018.803726851852,3,3,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
3391,CJ's Brewing Company,United States,0,1,169,Micro Brewery,2,8115 Richardson Road,Commerce Township,MI,42.5766,-83.4426,10938,3.522,3966.625520833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Amerisports Brew Pub,United States,0,1,31,Brew Pub,4,8201 NE Birmingham Road,Kansas City,MO,39.1551,-94.482,2814,3.321,3818.7281597222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Captain Lawrence Brewing Company,United States,0,1,1081,Regional Brewery,11,444 Saw Mill River Rd,Elmsford,NY,41.0701,-73.8152,792831,3.703,4018.569988425926,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,O'Hara's Brewery ,Ireland,0,0,61,Regional Brewery,11,Royal Oak Road,Carlow,Leinster,52.6987,-6.97484,273087,3.459,4024.701550925926,1,2,0,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0
344,Carlsberg Group,Denmark,0,1,398,Macro Brewery,1,100 Ny Carlsberg Vej,Copenhagen,Region Hovedstaden,55.6673,12.535,1074068,2.959,4028.316724537037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Carlsberg Sverige,Sweden,0,0,108,Macro Brewery,1,Årstadvägen,Falkenberg,Hallands län,56.9008,12.5486,334021,2.8,4000.4108101851853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Carlyle Brewing Co.,United States,1,1,0,Micro Brewery,2,215 East State St,Rockford,IL,42.269,-89.0905,9764,3.695,3958.655659722222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,Brouwerij De Troch,Belgium,0,1,41,Micro Brewery,2,Langestraat 20,Wambeek,Vlaanderen,50.853,4.16403,44867,3.296,4008.4798958333336,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
35,Amherst Brewing,United States,0,1,192,Micro Brewery,2,10 University Drive,Amherst,MA,42.3735,-72.5329,47220,3.835,3946.9005324074074,4,2,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0
350,Carolina Brewery,United States,0,1,28,Micro Brewery,2,120 Lowes Dr,Pittsboro,NC,35.7436,-79.1648,74255,3.496,3988.8531597222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Carver Brewing Company,United States,0,1,112,Brew Pub,4,1022 Main Avenue,Durango,CO,37.2748,-107.88,14431,3.737,3904.6740856481483,2,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
352,Castle Springs Brewery,United States,1,1,1,Micro Brewery,2,6 County Club Drive,Moultonborough,NH,43.6883,-71.4563,37,3.65,3799.1064814814813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Cat's Paw Home Brew,United States,0,1,2,Home Brewery,5,,,,0,0,4,0,3967.231400462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,Brouwerij 3 Fonteinen,Belgium,0,1,20,Micro Brewery,2,Molenstraat 47,Lot,Vlaanderen,50.7635,4.27346,494287,4.297,3985.788101851852,1,1,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0
357,Red Racer,Canada,0,1,291,Micro Brewery,2,11411 Bridgeview Dr,Surrey,BC,49.21,-122.864,242750,3.484,4001.7183564814814,4,7,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0
358,Central Waters Brewing Company,United States,0,1,126,Micro Brewery,2,351 Allen St,Amherst,WI,44.4419,-89.2797,797574,4.031,4011.7595370370373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Cerveceria Centro Americana,Guatemala,0,1,89,Macro Brewery,1,3ra Avenida Norte Final Finca el Zapote,Zona 2,Guatemala City,14.6549,-90.5152,29886,2.858,4014.6022106481482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Amicas Microbrewery & Pizza,United States,0,1,53,Brew Pub,4,136 East 2nd Street,Salida,CO,38.8192,-102.35,2501,3.687,3894.4478819444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Mexico,0,0,84,Macro Brewery,1,"Av Alfonso Reyes, 2202 Norte",Monterrey,Nuevo León,25.6949,-100.317,1139688,3.028,4041.6322453703706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Cerveza Jerome,Argentina,0,1,41,Micro Brewery,2,,Potrerillos,Mendoza,-32.9507,-69.2056,1061,3.133,4018.352939814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Cervecería Nacional (Panamá),Panama,0,0,10,Macro Brewery,1,,Costa del Este,Panamá,9.01313,-79.4676,13231,2.722,4017.405763888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Cerveceria Bucanero,Cuba,0,1,15,Macro Brewery,1,,Holguín,Holguín,20.8795,-76.2595,33063,2.838,4007.098622685185,0,0,0,0,2,0,0,1,0,2,0,4,0,0,0,0,0,0
3652,Capitol City Brewing Company,United States,0,1,266,Micro Brewery,2,1100 New York Ave NW #710W,Washington,DC,38.8875,-77.0364,53198,3.466,3983.7130439814814,0,1,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0
3667,Samson (Budějovický měšťanský pivovar),Czech Republic,0,0,17,Regional Brewery,11,Lidická 458/51,České Budějovice,,48.9635,14.4743,23289,3.15,3979.919513888889,0,0,0,0,2,0,0,0,0,1,0,1,0,9,0,0,0,0
37,Amstel Bier,Netherlands,0,0,61,Macro Brewery,1,Burgemeester Smeetsweg 1,Zoeterwoude,Zuid-Holland,52.1375,4.53398,471165,2.857,4037.632199074074,1,0,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0
370,Grupo Cervezas Alhambra,Spain,0,0,28,Macro Brewery,1,Avenida de Murcia 1,Granada,Andalucía,37.1872,-3.60351,131088,3.187,4017.7687615740742,0,5,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,1
373,Charlie & Jake's Brewery Grille,United States,0,1,60,Micro Brewery,2,"6300 N. Wickham Rd., #137",Melbourne,FL,28.2146,-80.674,2511,3.364,3881.6887268518517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Chelsea Craft Brewing Company,United States,0,1,92,Micro Brewery,2,463 East 173rd Street,Bronx,NY,40.8417,-73.9015,12304,3.404,4014.442476851852,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Cherryland Brewing,United States,1,1,0,Micro Brewery,2,PO Box 643,Green Bay,WI,44.5192,-88.0198,15,2.625,3590.7339930555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Cheshire Cat Brewery,United States,1,1,0,Micro Brewery,2,7803 Ralston Rd,Arvada,CO,39.8021,-105.084,15,3.775,3972.3841782407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Bières de Chimay,Belgium,0,1,14,Regional Brewery,11,Route Charlemagne 8,Baileux,Wallonie,50.036,4.378,966284,3.825,4032.776909722222,1,1,0,0,0,0,0,0,0,3,0,4,0,1,2,0,0,0
3787,BridgePort Brewing Co.,United States,1,1,1,Regional Brewery,11,1318 NW Northrup St,Portland,OR,45.5314,-122.685,214217,3.497,4012.617708333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Cigar City Brewing,United States,0,0,1815,Regional Brewery,11,3924 West Spruce St,Tampa,FL,27.959,-82.5092,2359104,3.886,4014.925462962963,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
38,Anacortes Brewery (Rockfish Grill),United States,0,1,216,Micro Brewery,2,320 Commercial Ave,Anacortes,WA,48.5193,-122.613,17756,3.577,3945.603877314815,2,4,0,0,3,0,0,0,1,0,0,7,0,0,0,0,0,0
381,City Brewery,United States,0,1,16,Regional Brewery,11,925 South 3rd St,La Crosse,WI,43.8042,-91.2526,7433,2.459,4025.690162037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,Asheville Brewing Company,United States,0,1,150,Micro Brewery,2,77 Coxe Ave,Asheville,NC,35.5917,-82.5554,142123,3.688,3979.7310069444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Cleveland ChopHouse and Brewery,United States,1,1,0,Nano Brewery,3,824 West St. Clair,Cleveland,OH,41.4995,-81.6995,347,3.48,3836.751435185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Climax Brewing Company,United States,0,1,81,Micro Brewery,2,112 Valley Road,Roselle Park,NJ,40.6597,-74.283,11355,3.378,3947.3679166666666,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
385,Heavy Seas Beer,United States,0,1,758,Regional Brewery,11,4615 Hollins Ferry Rd,Baltimore,MD,39.2308,-76.6751,926937,3.663,4029.7691666666665,0,2,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0
386,Cölner Hofbräu Früh,Germany,0,1,4,Regional Brewery,11,Am Hof 12-18,Cologne,Nordrhein-Westfalen,50.9397,6.95718,93665,3.279,3994.1056712962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Coach's Brewery,United States,0,1,48,Micro Brewery,2,102 West Main Street,Norman,OK,35.2203,-97.444,1499,3.17,3868.6104976851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,COAST Brewing Company,United States,0,1,113,Micro Brewery,2,1250 2nd St North,North Charleston,SC,32.8735,-79.9722,86405,3.789,3989.5891782407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,Anderson Valley Brewing Company,United States,0,1,92,Regional Brewery,11,17700 Hwy 253,Boonville,CA,39.0005,-123.356,1237820,3.663,4034.608275462963,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,3,0,0
389,Coast Range Brewing,United States,1,1,0,Micro Brewery,2,7050 Monterey Street,Gilroy,CA,37.0013,-121.566,228,3.277,3634.75681712963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,Anchor Brewing Company,United States,0,0,257,Macro Brewery,1,1705 Mariposa St,San Francisco,CA,37.7633,-122.401,1315720,3.518,4025.4602314814815,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Coeur d'Alene Brewing Company,United States,1,1,1,Micro Brewery,2,209 Lakeside Avenue,Coeur d'Alene,ID,47.6744,-116.784,213,3.898,3944.611782407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Cold Spring Brewery,United States,0,1,83,Micro Brewery,2,219 Red River Ave N.,Cold Spring,MN,45.4582,-94.4291,11936,3.521,3997.581875,0,5,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0
394,Commonwealth Brewing #1,United States,0,1,7,Home Brewery,5,,Boston,MA,42.3584,-71.0598,19,0,3391.093252314815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Coniston Brewing Company,England,0,1,24,Micro Brewery,2,The Forge,Coniston,Cumbria,54.3699,-3.07692,21559,3.529,3973.1185069444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Cooper's Cave Ale Company,United States,0,1,36,Micro Brewery,2,2 Sagamore St,Glens Falls,NY,43.3174,-73.6397,6471,3.17,3887.8014351851853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,Chama River Brewing Company,United States,1,1,0,Brew Pub,4,4939 Pan American Fwy 87109,Albuquerque,NM,35.1284,-106.636,8500,3.64,3973.594201388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Coopers,Australia,0,1,56,Macro Brewery,1,461 South Road,Regency Park,South Australia,-34.8727,138.573,179786,3.288,4019.889826388889,0,5,0,0,0,0,0,0,0,2,1,5,2,7,0,0,0,1
398,Cooperstown Brewing Company,United States,0,1,45,Micro Brewery,2,110 River St,Milford,NY,42.5889,-74.9414,27552,3.398,3957.5696296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Coors Brewing Company,United States,0,0,94,Macro Brewery,1,300 12th Street,Golden,CO,39.7591,-105.217,956097,2.664,4043.893564814815,1,2,0,1,4,0,0,1,0,1,0,8,0,1,0,0,0,0
4,Aass Bryggeri,Norway,0,1,37,Macro Brewery,1,Ole Steens gate 10 3015,Drammen,Buskerud,59.7417,10.2117,261254,3.039,3939.9943865740743,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
400,Copper Dragon Brewery,England,0,1,66,Micro Brewery,2,"Lee Mills, St Pauls Rd",Keighley,England,53.8637,-1.90239,11323,3.383,3985.851736111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Copper Eagle Brewing,United States,0,1,3,Home Brewery,5,,,,0,0,1,0,3594.7777314814816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Corner Pub Brewery,United States,0,1,49,Micro Brewery,2,100 E. Main St,Reedsburg,WI,43.5324,-90.01,1496,3.599,3825.7976157407406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Coronado Brewing Company,United States,0,1,675,Regional Brewery,11,1205 Knoxville St,San Diego,CA,32.7719,-117.205,823971,3.693,4024.9385185185183,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,Carlton & United Breweries,Australia,0,0,88,Macro Brewery,1,"Nelson Street and Thompson Street,",Abbotsford,Victoria,-37.8094,145.003,83527,2.761,3994.438576388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Newport Craft Brewing Co.,United States,0,1,22,Micro Brewery,2,293 JT Connell Rd,Newport,RI,41.5127,-71.3176,112111,3.552,4025.670949074074,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4058,Koninklijke Grolsch,Netherlands,0,0,78,Macro Brewery,1,Brouwerslaan 1,Enschede,Overijssel,52.207,6.81712,1084951,3.268,3996.087048611111,1,1,0,0,2,0,0,0,0,1,2,3,1,6,0,0,0,0
408,Courthouse Pub,United States,0,1,111,Micro Brewery,2,1001 South Eighth Street,Manitowoc,WI,44.0886,-87.6576,2672,3.444,3868.58125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Crabby Larry's Brewpub Steak & Crab House,United States,1,1,0,Brew Pub,4,237 West Butler Avenue,Chalfont,PA,40.2796,-75.2142,185,3.542,4020.637060185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Craftsman Brewing Company,United States,0,1,134,Micro Brewery,2,1260 Lincoln Ave,Pasadena,CA,34.1688,-118.159,40708,3.749,4012.621990740741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Crane River Brewpub and Cafe,United States,1,1,0,Micro Brewery,2,200 N 11th St,Lincoln,NE,40.8151,-96.7051,13,0,4008.6924305555553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,Glacier Brewhouse,United States,0,1,335,Brew Pub,4,737 W 5th Ave,Anchorage,AK,61.2178,-149.896,31337,3.735,3955.5036574074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,Dortmunder Actien-Brauerei,Germany,0,0,40,Micro Brewery,2,Steigerstraße 20,Dortmund,Nordrhein-Westfalen,51.5294,7.46818,173409,3.092,3995.6291666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Crescent City Brewhouse,United States,0,1,54,Micro Brewery,2,527 Decatur Street,New Orleans,LA,29.9558,-90.0641,40556,3.309,4007.383784722222,1,2,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
414,Crested Butte Brewery &  Pub,United States,1,1,0,Micro Brewery,2,"1600 West Evans Ave, Ste L",Englewood,CO,39.6776,-105.006,87,3.448,3832.740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Cricket Hill Brewing Co.,United States,0,1,125,Micro Brewery,2,24 Kulick Road,Fairfield,NJ,40.8726,-74.2964,60029,3.487,4016.1092708333335,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41520,Desert Eagle Brewing Company,United States,0,1,73,Micro Brewery,2,150 W Main St,Mesa,AZ,33.4153,-111.836,13272,3.475,3294.682523148148,1,2,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,1
416,Crooked River Brewing,United States,1,0,1,Micro Brewery,2,24945 Detroit Road,Westlake,OH,41.4703,-81.8969,2416,3.399,3946.7097916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Crooked Waters Brewing,United States,1,1,0,Micro Brewery,2,330 SW Constitution Avenue,Peoria,IL,40.687,-89.5904,2,0,3751.8303240740743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Cropton,England,0,0,48,Micro Brewery,2,The New Inn & Cropton Brewery,"Cropton, Ryedale",North Yorkshire,54.2901,-0.841412,3411,3.501,3987.783113425926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,Crabtree Brewing Company,United States,0,1,101,Micro Brewery,2,2961 29th St,Greeley,CO,40.391,-104.727,21618,3.553,3998.609328703704,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
420,Cervecería de Baja California (Cucapa Brewing Co.),Mexico,0,1,42,Micro Brewery,2,López Mateos # 2301,Mexicali,Baja California,32.6148,-115.441,38581,3.34,3991.608449074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Cumberland Brewery,United States,1,1,0,Brew Pub,4,1576 Bardstown Road,Louisvile,KY,38.2309,-85.7055,10440,3.489,3960.9084722222224,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
423,Geary Brewing Company,United States,0,1,81,Micro Brewery,2,38 Evergreen Dr,Portland,ME,43.708,-70.3143,54132,3.367,4019.802037037037,2,2,0,0,8,0,0,1,0,1,0,2,0,3,0,0,0,0
424,Daas,Belgium,0,1,5,Micro Brewery,2,Rue des Pannieres 17,7623 Rongy,,50.51,3.38629,2297,3.2,3775.3439699074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,Bristol Brewing Company,United States,0,1,178,Brew Pub,4,1604 S. Cascade Ave,Colorado Springs,CO,38.8109,-104.827,104424,3.623,3998.675740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Daleside Brewery,England,0,1,110,Micro Brewery,2,Camwal Rd,Harrogate,North Yorkshire,53.9998,-1.50081,16194,3.379,4025.5168402777776,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0
426,Dark Horse Brewing Co.,United States,0,0,702,Micro Brewery,2,511 S Kalamazoo Ave,Marshall,MI,42.2669,-84.9633,941613,3.793,3995.3228125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Brouwerij De Dochter van de Korenaar,Belgium,0,1,69,Micro Brewery,2,Oordeelstraat 3A,Baarle-Hertog,Vlaanderen,51.4468,4.94048,235846,3.661,3988.695462962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,De Friese Bierbrouwerij,Netherlands,0,1,63,Micro Brewery,2,Snekerstraat 43,Bolsward,Fryslân,53.0611,5.53382,26469,3.148,3587.8453935185184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Angelic Brewing Company,United States,1,1,0,Micro Brewery,2,322 W. Johnson St.,Madison,WI,43.074,-89.3913,5,0,3399.721226851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Brouwerij De Halve Maan,Belgium,0,1,30,Regional Brewery,11,Walplein 26,Bruges,Vlaanderen,51.2026,3.22465,739983,3.697,3993.8140972222222,1,1,0,0,2,0,0,0,0,0,0,3,0,5,0,0,0,0
431,Microbrouwerij Urthel,Belgium,0,1,25,Micro Brewery,2,Krommekeerstraat 21,Ruiselede,Vlaanderen,51.0793,3.3696,129168,3.586,3989.724583333333,0,1,0,1,5,0,0,0,0,0,0,2,0,16,0,0,0,1
432,De Proefbrouwerij,Belgium,0,1,279,Macro Brewery,1,Doornzelestraat 20,Lochristi,Vlaanderen,51.1155,3.81556,143750,3.608,3998.0357060185183,0,1,0,0,1,0,0,0,0,1,1,2,0,5,0,0,0,0
433,De Struise Brouwers,Belgium,0,1,113,Micro Brewery,2,Kasteelstraat 50,Oostvleteren,Vlaanderen,50.9319,2.73768,489911,4.004,4007.0695833333334,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
4339,21st Amendment Brewery,United States,0,1,505,Regional Brewery,11,2010 Williams,San Leandro,CA,37.6857,-122.133,1261095,3.67,4025.51275462963,2,1,0,0,3,0,3,2,0,0,0,2,1,1,0,0,0,0
434,Deep Creek Brewing,United States,1,1,0,Micro Brewery,2,75 Visitor Center Drive,McHenry,MD,39.561,-79.3587,3,0,3592.5645949074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Stuft Pizza & Brewing Company,United States,1,1,0,Micro Brewery,2,1462 Dempsey Rd,Milpitas,CA,37.4159,-121.878,21,0,3770.6283680555557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Delafield Brewhaus,United States,0,1,123,Brew Pub,4,3832 Hillside Drive,Delafield,WI,43.0491,-88.3559,16884,3.598,4007.650625,3,3,0,1,2,0,0,1,0,0,0,2,0,2,0,1,0,1
438,Dempsey's Restaurant & Brewery,United States,0,1,94,Micro Brewery,2,50 E. Washington St,Petaluma,CA,38.2363,-122.639,3676,3.508,3895.6172916666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Denmark Brewing,United States,1,1,0,Micro Brewery,2,6000 Maribel Road,Denmark,WI,44.3513,-87.807,0,0,3800.979490740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Anheuser-Busch,United States,0,0,504,Macro Brewery,1,1 Busch Place,St. Louis,MO,38.5985,-90.2094,2630461,2.627,4042.3941666666665,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440,Denver ChopHouse and Brewery,United States,0,0,70,Brew Pub,4,1735 19th Street Suite 100,Denver,CO,39.7552,-104.997,14686,3.521,4007.4124305555556,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0
441,Deschutes Brewery,United States,0,1,1246,Regional Brewery,11,901 SW Simpson Ave,Bend,OR,44.0469,-121.322,3087829,3.8,4022.9108912037036,1,2,0,0,5,0,0,1,0,0,1,2,0,0,0,0,0,0
442,Desnoes & Geddes,Jamaica,0,0,24,Macro Brewery,1,214 Spanish Town Road,Kingston,Surrey County,18.0053,-76.8341,240649,3.105,4031.6023148148147,2,2,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0
443,Devil Mountain Brewing,United States,1,1,3,Micro Brewery,2,2283 Camel Road,Benicia,CA,38.0556,-122.134,62,3.438,3995.480972222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Diamond Bear Brewing Co.,United States,0,1,31,Micro Brewery,2,600 N. Broadway,North Little Rock,AR,34.7592,-92.2723,36198,3.406,4014.409039351852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Diamond Knot Brewing Company,United States,0,1,58,Brew Pub,4,4602 Chennault Beach Rd,Mukilteo,WA,47.8955,-122.296,68943,3.588,3992.7610185185185,1,3,0,0,0,0,0,2,0,1,1,2,0,2,1,1,0,0
446,Diamondback Brewery,United States,1,1,0,Micro Brewery,2,,Cleveland,OH,41.4993,-81.6944,1,0,3399.469189814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Dick's Brewing Company,United States,0,1,86,Micro Brewery,2,3516 Galvin Rd,Centralia,WA,46.7352,-123.001,32895,3.41,4007.6789236111113,1,0,0,0,3,0,0,1,0,0,0,2,0,2,0,0,0,0
448,Brauerei Diebels,Germany,0,0,6,Macro Brewery,1,Brauerei-Diebels-Straße 1,Issum,Nordrhein-Westfalen,51.5331,6.42141,26840,3.057,3974.41650462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,Fox River Brewing Company,United States,0,1,236,Micro Brewery,2,1501 Arboretum Drive,Oshkosh,WI,44.0342,-88.5608,45331,3.609,4021.177789351852,0,3,0,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0
449785,The Catamount Brewery,United States,0,1,9,Contract Brewery,10,,,,0,0,3447,3.829,698.9120717592592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Appalachian Brewing Company,United States,0,1,90,Micro Brewery,2,50 North Cameron St,Harrisburg,PA,40.2659,-76.8753,184258,3.528,4023.466215277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Dillon Dam Brewery,United States,0,1,319,Brew Pub,4,100 Little Dam Road,Dillon,CO,39.6282,-106.059,34252,3.658,3973.9575578703702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Dinkelacker-Schwaben Bräu,Germany,0,1,79,Regional Brewery,11,Tübinger Strasse 46,Stuttgart,Baden-Württemberg,48.7678,9.1705,170336,3.343,4013.706990740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Dix Barbecue & Brewery,Canada,1,1,0,Micro Brewery,2,871 Beatty Street,Vancouver,BC,49.2769,-123.115,4,0,3860.8033564814814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Faubourg Brewing Co.,United States,0,1,19,Micro Brewery,2,3501 Jourdan Rd,New Orleans,LA,29.9606,-90.0871,59672,3.271,4032.9147222222223,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
455,Dixon's Downtown Grill,United States,1,1,0,Micro Brewery,2,1610 16th Street,Denver,CO,39.7513,-105,3,0,3592.8738310185186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4568,Anadolu Efes,Turkey,0,1,75,Macro Brewery,1,Buyaka E Blok Tepeüstü / Ümraniye,Istanbul,Istanbul,41.0182,29.1274,163366,2.939,3984.6644791666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
